,id,party,name
627,4031,Labour,"Reeves, Rachel"
628,4077,Labour,"Reynolds, Emma"
629,4119,Labour (Co-op),"Reynolds, Jonathan"
630,4764,Labour,"Ribeiro-Addy, Bell"
631,4868,Conservative,"Richards, Nicola"
632,4840,Conservative,"Richardson, Angela"
633,4457,Labour,"Rimmer, Ms Marie"
634,4810,Independent,"Roberts, Mr Rob"
635,253,Conservative,"Robertson, Mr Laurence"
636,4360,Democratic Unionist Party,"Robinson, Gavin"
637,307,Labour,"Robinson, Mr Geoffrey"
638,4406,Conservative,"Robinson, Mary"
639,4654,Labour,"Rodda, Matt"
640,1447,Conservative,"Rosindell, Andrew"
641,4627,Conservative,"Ross, Douglas"
642,4628,Labour,"Rowley, Danielle"
643,4652,Conservative,"Rowley, Lee"
644,534,Labour,"Ruane, Chris"
645,3983,Independent,"Rudd, Amber"
646,4812,Conservative,"Russell, Dean"
647,4615,Labour (Co-op),"Russell-Moyle, Lloyd"
648,4033,Conservative,"Rutley, David"
649,166,The Independent Group for Change,"Ryan, Joan"
650,4760,Conservative,"Sambrook, Gary"
651,4506,Liberal Democrat,"Sandbach, Antoinette"
652,4521,Plaid Cymru,"Saville Roberts, Liz"
653,4863,Conservative,"Saxby, Selaine"
654,4414,Conservative,"Scully, Paul"
655,4681,Conservative,"Seely, Bob"
656,1453,Conservative,"Selous, Andrew"
657,4409,Labour,"Shah, Naz"
658,4998,Labour,"Shanks, Michael"
659,4131,Democratic Unionist Party,"Shannon, Jim"
660,1582,Conservative,"Shapps, Grant"
661,4014,Conservative,"Sharma, Sir Alok"
662,1604,Labour,"Sharma, Mr Virendra"
663,411,Labour (Co-op),"Sheerman, Mr Barry"
664,3997,Conservative,"Shelbrooke, Sir Alec"
665,4453,Scottish National Party,"Sheppard, Tommy"
666,4426,Labour,"Sherriff, Paula"
667,4013,Independent,"Shuker, Mr Gavin"
668,4518,Labour,"Siddiq, Tulip"
669,4872,Conservative,"Simmonds, David"
670,1597,Democratic Unionist Party,"Simpson, David"
671,126,Conservative,"Simpson, Mr Keith"
672,4021,Conservative,"Skidmore, Chris"
673,325,Labour,"Skinner, Mr Dennis"
674,1516,Labour,"Slaughter, Andy"
675,4738,Scottish National Party,"Smith, Alyn"
676,1564,Liberal Democrat,"Smith, Angela"
677,4436,Labour,"Smith, Cat"
678,1609,Conservative,"Smith, Chloe"
679,4609,Labour,"Smith, Eleanor"
680,4778,Conservative,"Smith, Greg"
681,3960,Conservative,"Smith, Henry"
682,4456,Labour,"Smith, Jeff"
683,4118,Conservative,"Smith, Sir Julian"
684,4648,Labour,"Smith, Laura"
685,3928,Labour,"Smith, Nick"
686,4042,Labour,"Smith, Owen"
687,4478,Conservative,"Smith, Royston"
688,4444,Labour,"Smyth, Karin"
689,4595,Labour (Co-op),"Snell, Gareth"
690,4658,Labour (Co-op),"Sobel, Alex"
691,4372,Conservative,"Solloway, Amanda"
692,3938,The Independent Group for Change,"Soubry, Anna"
693,318,Labour,"Spellar, John"
694,312,Conservative,"Spelman, Dame Caroline"
695,4785,Conservative,"Spencer, Dr Ben"
696,4055,Conservative,"Spencer, Sir Mark"
697,4866,Conservative,"Stafford, Alexander"
698,4514,Labour,"Starmer, Sir Keir"
699,4463,Scottish National Party,"Stephens, Chris"
700,4044,Conservative,"Stephenson, Andrew"
701,4425,Labour,"Stevens, Jo"
702,4750,Conservative,"Stevenson, Jane"
703,3942,Conservative,"Stevenson, John"
704,3919,Conservative,"Stewart, Bob"
705,4015,Conservative,"Stewart, Iain"
706,4137,Independent,"Stewart, Rory"
707,4612,Liberal Democrat,"Stone, Jamie"
708,5000,Labour,"Strathern, Alistair"
709,234,Conservative,"Streeter, Sir Gary"
710,4504,Labour,"Streeting, Wes"
711,3935,Conservative,"Stride, Mel"
712,449,Labour,"Stringer, Graham"
713,1482,Conservative,"Stuart, Graham"
714,4079,Conservative,"Sturdy, Julian"
715,4786,Independent,"Sultana, Zarah"
716,4483,Conservative,"Sunak, Rishi"
717,4767,Conservative,"Sunderland, James"
718,55,Conservative,"Swayne, Sir Desmond"
719,4642,Labour (Co-op),"Sweeney, Mr Paul"
720,1513,Liberal Democrat,"Swinson, Jo"
721,245,Conservative,"Syms, Sir Robert"
722,1383,Labour,"Tami, Mark"
723,4829,Labour,"Tarry, Sam"
724,4430,Scottish National Party,"Thewliss, Alison"
725,4532,Conservative,"Thomas, Derek"
726,177,Labour (Co-op),"Thomas, Gareth"
727,4479,Labour,"Thomas-Symonds, Nick"
728,4482,Scottish National Party,"Thompson, Owen"
729,4796,Scottish National Party,"Thomson, Richard"
730,4599,Conservative,"Thomson, Ross"
731,1536,Labour,"Thornberry, Emily"
732,4447,Conservative,"Throup, Maggie"
733,163,Labour,"Timms, Sir Stephen"
734,1605,Conservative,"Timpson, Edward"
735,4487,Conservative,"Tolhurst, Kelly"
736,4105,Conservative,"Tomlinson, Justin"
737,4497,Conservative,"Tomlinson, Michael"
738,4509,Conservative,"Tracey, Craig"
739,335,Conservative,"Tredinnick, David"
740,4531,Conservative,"Trevelyan, Anne-Marie"
741,410,Labour,"Trickett, Jon"
742,4780,Conservative,"Trott, Laura"
743,4097,Conservative,"Truss, Elizabeth"
744,4994,Conservative,"Tuckwell, Steve"
745,4462,Conservative,"Tugendhat, Tom"
746,4449,Labour (Co-op),"Turley, Anna"
747,4030,Labour,"Turner, Karl"
748,429,Labour,"Twigg, Derek"
749,167,Labour (Co-op),"Twigg, Stephen"
750,4618,Labour,"Twist, Liz"
751,4128,Liberal Democrat,"Umunna, Chuka"
752,1496,Conservative,"Vara, Shailesh"
753,338,Labour,"Vaz, Keith"
754,4076,Labour,"Vaz, Valerie"
755,3957,Conservative,"Vickers, Martin"
756,4844,Conservative,"Vickers, Matt"
757,1500,Conservative,"Villiers, Theresa"
758,4871,Labour,"Wakeford, Christian"
759,1493,Conservative,"Walker, Sir Charles"
760,4091,Conservative,"Walker, Mr Robin"
761,4649,Labour,"Walker, Thelma"
762,1539,Conservative,"Wallace, Mr Ben"
763,4766,Conservative,"Wallis, Dr Jamie"
764,4526,Independent,"Warburton, David"
765,4361,Conservative,"Warman, Matt"
766,4677,Conservative,"Watling, Giles"
767,5025,Labour,"Webb, Chris"
768,4802,Conservative,"Webb, Suzanne"
769,4848,Independent,"Webbe, Claudia"
770,4523,Labour,"West, Catherine"
771,4979,Labour,"Western, Andrew"
772,4617,Labour,"Western, Matt"
773,4527,Conservative,"Whately, Helen"
774,4053,Conservative,"Wheeler, Mrs Heather"
775,62,Labour,"Whitehead, Dr Alan"
776,4626,Labour,"Whitfield, Martin"
777,4385,Scottish National Party,"Whitford, Dr Philippa"
778,4755,Labour,"Whitley, Mick"
779,3940,Conservative,"Whittaker, Craig"
780,39,Conservative,"Whittingdale, Sir John"
781,4869,Labour,"Whittome, Nadia"
782,1428,Conservative,"Wiggin, Sir Bill"
783,4787,Conservative,"Wild, James"
784,4438,Conservative,"Williams, Craig"
785,1397,Plaid Cymru,"Williams, Hywel"
786,4666,Labour,"Williams, Dr Paul"
787,3976,Independent,"Williamson, Chris"
788,4108,Conservative,"Williamson, Sir Gavin"
789,4776,Liberal Democrat,"Wilson, Munira"
790,1603,Labour,"Wilson, Phil"
791,1593,Democratic Unionist Party,"Wilson, Sammy"
792,4809,Labour,"Winter, Beth"
793,390,Labour,"Winterton, Dame Rosie"
794,1440,Scottish National Party,"Wishart, Pete"
795,4073,Liberal Democrat,"Wollaston, Dr Sarah"
796,4384,Conservative,"Wood, Mike"
797,4429,Independent,"Wragg, Mr William"
798,1560,Conservative,"Wright, Sir Jeremy"
799,4598,Labour,"Yasin, Mohammad"
800,4825,Conservative,"Young, Jacob"
801,4113,Conservative,"Zahawi, Nadhim"
802,4382,Labour,"Zeichner, Daniel"
